Launch_Id,Launch_Time,Launch_Status,Launch_Suborbital,Rocket_Name,Rocket_Organisation,Rocket_Price,Rocket_Payload_to_LEO,Location,Launch_Year,Launch_Year_Mon,USD_kg_to_LEO,X2021_Mult,USD_kg_to_LEO_CPI_Adjusted,Rocket_Price_CPI_Adjusted,Dum,Family_Id,Config_Number,Config_Status,Config_Price,Liftoff_Thrust,Payload_to_LEO,Payload_to_GTO,Stages,Strap_Ons,Rocket_Height,Fairing_Diameter,Fairing_Height,Mission_Number,Payloads,Mass
1793,1984-10-18T17:46:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1984,1984-10,NA,2.607988450433109,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1795,1985-03-05T15:39:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1985,1985-03,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1794,1985-01-24T16:45:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1985,1985-01,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1797,1985-08-08T11:49:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-08,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1796,1985-07-08T23:40:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-07,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1799,1985-12-12T15:51:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-12,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1798,1985-11-22T22:20:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1985,1985-11,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1800,1986-01-17T07:21:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1986,1986-01,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1802,1986-05-15T04:26:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1986,1986-05,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1801,1986-02-19T23:04:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1986,1986-02,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1803,1986-06-12T04:42:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1986,1986-06,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1804,1986-09-30T18:33:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1986,1986-09,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1805,1986-12-10T07:30:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1986,1986-12,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1806,1987-01-14T09:04:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1987,1987-01,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1807,1987-03-03T15:02:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1987,1987-03,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1808,1987-04-27T00:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1987,1987-04,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1809,1987-07-01T19:35:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1987,1987-07,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1810,1987-10-20T09:08:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1987,1987-10,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1811,1988-01-06T07:40:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1988,1988-01,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1812,1988-03-15T18:49:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1988,1988-03,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1813,1988-06-14T03:17:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1988,1988-06,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1814,1988-10-11T08:01:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1988,1988-10,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1815,1990-01-30T11:20:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1990,1990-01,NA,2.0732211170619745,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1817,1992-11-24T04:09:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1992,1992-11,NA,1.93136136849608,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1818,1992-12-25T20:07:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1992,1992-12,NA,1.93136136849608,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1820,1994-05-25T10:14:00Z,Failure,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1994,1994-05,NA,1.828407557354926,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1750
1821,1978-10-26T07:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1978,1978-10,NA,4.155981595092025,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1821,1978-10-26T07:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1978,1978-10,NA,4.155981595092025,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,2,1,40
1821,1978-10-26T07:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1978,1978-10,NA,4.155981595092025,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,3,1,40
1822,1982-03-25T09:50:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1982,1982-03,NA,2.8079792746113994,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1823,1984-07-05T03:34:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1984,1984-07,NA,2.607988450433109,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1824,1985-02-06T21:45:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-02,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1825,1985-12-26T01:50:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-12,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1826,1986-05-27T09:29:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1986,1986-05,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1827,1987-01-05T01:19:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1987,1987-01,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1828,1987-08-18T02:26:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1987,1987-08,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1829,1988-01-30T10:59:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1988,1988-01,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1830,1989-02-28T04:04:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1989,1989-02,NA,2.1852419354838712,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1831,1990-06-27T22:29:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1990,1990-06,NA,2.0732211170619745,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1832,1990-09-28T07:30:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1990,1990-09,NA,2.0732211170619745,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1833,1993-08-31T04:40:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1993,1993-08,NA,1.8752249134948096,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1296
1833,1993-08-31T04:40:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1993,1993-08,NA,1.8752249134948096,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,2,1,42
1834,1984-11-27T14:22:00Z,Partial Failure,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1984,1984-11,NA,2.607988450433109,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1835,1985-10-24T02:30:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-10,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,2250
1836,1988-07-26T05:01:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1988,1988-07,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,2200
1837,1989-10-24T21:35:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1989,1989-10,NA,2.1852419354838712,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,2200
1839,1991-08-15T09:14:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1991,1991-08,NA,1.9895007342143909,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,2200
1838,1991-04-24T01:36:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1991,1991-04,NA,1.9895007342143909,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1300
1840,1994-01-25T00:25:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1994,1994-01,NA,1.828407557354926,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,2200
1840,1994-01-25T00:25:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1994,1994-01,NA,1.828407557354926,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,2,1,40
1841,1979-02-12T13:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1979,1979-02,NA,3.73236914600551,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1842,1980-01-23T07:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1980,1980-01,NA,3.288470873786408,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1843,1981-09-30T08:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1981,1981-09,NA,2.980968096809681,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1844,1982-09-24T09:15:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1982,1982-09,NA,2.8079792746113994,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1845,1983-11-24T12:33:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1983,1983-11,NA,2.7205823293172693,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1848,1986-02-11T06:56:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1986,1986-02,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1846,1984-08-08T12:08:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1984,1984-08,NA,2.607988450433109,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1849,1986-12-02T07:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1986,1986-12,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1850,1987-02-20T04:43:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1987,1987-02,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1851,1988-05-30T07:59:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1988,1988-05,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1852,1989-08-28T00:14:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1989,1989-08,NA,2.1852419354838712,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1854,1992-12-22T12:36:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1992,1992-12,NA,1.93136136849608,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1853,1990-07-30T00:06:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1990,1990-07,NA,2.0732211170619745,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1856,1981-01-23T11:20:00Z,Failure,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1981,1981-01,NA,2.980968096809681,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1855,1994-11-29T02:54:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1994,1994-11,NA,1.828407557354926,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1857,1981-09-21T13:10:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1981,1981-09,NA,2.980968096809681,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1030
1859,1984-09-28T06:00:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1984,1984-09,NA,2.607988450433109,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1858,1983-09-28T07:59:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1983,1983-09,NA,2.7205823293172693,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1860,1985-06-14T10:36:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-06,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1500
1863,1990-02-28T00:55:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1990,1990-02,NA,2.0732211170619745,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1862,1988-07-05T09:45:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1988,1988-07,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1865,1991-06-04T08:10:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1991,1991-06,NA,1.9895007342143909,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1864,1989-06-09T10:10:00Z,Failure,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1989,1989-06,NA,2.1852419354838712,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1866,1994-10-11T14:30:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1994,1994-10,NA,1.828407557354926,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1867,1995-08-31T06:49:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1995,1995-08,NA,1.7780183727034122,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1950
1867,1995-08-31T06:49:00Z,Success,Orbital,Tsyklon-3,VKS RF,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1995,1995-08,NA,1.7780183727034122,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,2,1,55
1868,1985-01-15T14:50:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-01,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,6,1350
1869,1985-10-09T21:35:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1985,1985-10,NA,2.518308550185874,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,6,1350
1870,1986-10-15T05:24:00Z,Failure,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1986,1986-10,NA,2.4723540145985403,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,6,1350
1871,1987-03-13T13:11:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/2, Plesetsk Cosmodrome, Russia",1987,1987-03,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,1,1350
1872,1987-09-07T23:50:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1987,1987-09,NA,2.385299295774648,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,6,1350
1873,1988-01-15T03:49:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1988,1988-01,NA,2.2905325443786984,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,6,1350
1874,1989-02-10T15:13:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1989,1989-02,NA,2.1852419354838712,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,6,1350
1875,1989-09-14T09:49:00Z,Success,Orbital,Tsyklon-3,RVSN USSR,NA,4100,"Site 32/1, Plesetsk Cosmodrome, Russia",1989,1989-09,NA,2.1852419354838712,NA,NA,1,139,1,Retired,NA,"3,032 kN","4,100 kg",0 kg,3,0,39.27 m,2.7 m,9.54 m,1,6,1350
